The skin on my palms and soles is thickened and has deep cracks. These cracks are painful and bleed easily.,The calluses on my palms and soles have fissures that are causing fractures and easily bleeding fissures.,"'Eczema', 'Psoriasis', 'Contact dermatitis', ""Fungal infection (e.g. Athlete's foot)"", 'Hand-foot-mouth disease', 'Impetigo', 'Palmoplantar keratoderma', 'Dyshidrotic eczema', 'Pemphigus', 'Hyperkeratosis', 'Lichen planus', 'Secondary syphilis', 'Chronic hand eczema', 'Pitted keratolysis', 'Scleroderma'","'Psoriasis', 'Eczema', 'Diabetes', 'Hyperkeratosis', 'Disseminated superficial actinic porokeratosis', 'Acquired palmoplantar keratoderma', 'Pityriasis rubra pilaris', 'Hypothyroidism', 'Palmoplantar pustulosis', 'Lichen planus', 'Pemphigus', 'Dermatophytosis', 'Hyperhidrosis', 'Systemic sclerosis', ""Sjögren's syndrome"""
"The skin around my mouth, nose, and eyes is red and inflamed. It is often itchy and uncomfortable. There is a noticeable inflammation in my nails.","The skin around my mouth, nose, and eyes shows signs of Erythema. It is often accompanied by Pruritus and discomfort. There is a noticeable Swelling in my nails.","'Eczema', 'Allergic contact dermatitis', 'Psoriasis', 'Rosacea', 'Seborrheic dermatitis', 'Perioral dermatitis', 'Lupus', 'Allergic rhinitis', 'Candidiasis', 'Dermatitis herpetiformis', 'Systemic lupus erythematosus', 'Contact dermatitis', 'Impetigo', 'Kawasaki disease', 'Dermatomyositis'","'Allergic contact dermatitis', 'Eczema', 'Rosacea', 'Cellulitis', 'Lupus', 'Psoriasis', 'Perioral dermatitis', 'Seborrheic dermatitis', 'Systemic lupus erythematosus', 'Scleroderma', 'Contact dermatitis', 'Dermatitis herpetiformis', 'Impetigo', 'Melkersson-Rosenthal syndrome', 'Urticaria'"
My skin is very sensitive and reacts easily to changes in temperature or humidity. I often have to be careful about what products I use on my skin.,My skin is very reactive and reacts easily to changes in thermoregulation or moisture sensitivity. I often have to be sensitive about what products I use on my skin.,"'Eczema', 'Rosacea', 'Psoriasis', 'Allergic contact dermatitis', 'Urticaria', 'Seborrheic dermatitis', 'Acne', 'Dermatitis herpetiformis', 'Keratosis pilaris', 'Lupus', 'Vitiligo', ""Sjogren's syndrome"", 'Contact dermatitis', 'Systemic sclerosis', 'Mastocytosis'","'Eczema', 'Psoriasis', 'Rosacea', 'Contact dermatitis', 'Dermatitis', 'Urticaria', 'Pruritus', 'Seborrheic dermatitis', 'Allergic reaction', 'Photodermatitis', 'Acne', 'Sensitive skin syndrome', 'Hyperhidrosis', 'Keratosis pilaris', 'Lichen planus'"
"I have noticed a sudden peeling of skin at different parts of my body, mainly arms, legs and back. Also, I face severe joint pain and skin rashes.","I have noticed a sudden exfoliation at different parts of my body, mainly arms, legs and back. Also, I face intense joint pain and dermatitis.","'Psoriasis', 'Eczema', 'Lupus', 'Dermatitis', 'Rheumatoid arthritis', 'Lyme disease', 'Pityriasis rosea', 'Stevens-Johnson syndrome', 'Toxic epidermal necrolysis', 'Kawasaki disease', 'Scarlet fever', ""Reiter's syndrome"", 'Systemic lupus erythematosus', 'Meningococcemia', 'Exfoliative dermatitis'","'Psoriasis', 'Eczema', 'Rheumatoid arthritis', 'Lupus', ""Sjogren's syndrome"", 'Dermatomyositis', 'Sarcoidosis', 'Lyme disease', 'Lymphoma', 'Mixed connective tissue disease', 'Pityriasis rubra pilaris', 'Kawasaki disease', 'Toxic shock syndrome', 'Stevens-Johnson syndrome', 'Systemic lupus erythematosus'"
"The skin on my genitals is red and inflamed. It is often itchy, burning, and uncomfortable. There are rashes on different parts of the body too.","The skin on my genitals is erythematous and inflamed. It is often pruritic, stinging, and painful. There are skin eruptions on different parts of the body too.","'Genital herpes', 'Yeast infection (Candidiasis)', 'Irritant contact dermatitis', 'Allergic contact dermatitis', 'Psoriasis', 'Scabies', 'Lichen planus', 'Dermatitis', 'Pubic lice (crabs)', 'Syphilis', 'Gonorrhea', 'Chlamydia', 'Trichomoniasis', 'Molluscum contagiosum', 'Eczema'","'Contact dermatitis', 'Genital herpes', 'Candidiasis', 'Scabies', 'Psoriasis', 'Lichen planus', 'Allergic reaction', 'Eczema', 'Molluscum contagiosum', 'Shingles', 'Sexually transmitted infections', 'Dermatitis', 'Intertrigo', 'Folliculitis', 'Urticaria'"
"I have experienced fatigue and a general feeling of malaise. I often feel tired and have a lack of energy, even after a good night's sleep.","I have experienced tiredness and a general feeling of fatigue. I often feel fatigued and have a lack of energy, even after a good night's sleep.","'Chronic fatigue syndrome', 'Hypothyroidism', 'Anemia', 'Depression', 'Fibromyalgia', 'Sleep apnea', 'Diabetes', 'Chronic kidney disease', 'Mononucleosis', 'Autoimmune disorders', 'Heart disease', 'Liver disease', 'Lyme disease', 'Cancer', 'Multiple sclerosis'","'Chronic Fatigue Syndrome', 'Anemia', 'Hypothyroidism', 'Sleep Apnea', 'Depression', 'Fibromyalgia', 'Diabetes', 'Chronic Kidney Disease', 'Lupus', 'Rheumatoid Arthritis', 'Lyme Disease', 'Multiple Sclerosis', 'Mononucleosis', 'Liver Disease', 'Heart Disease'"
"The rash on my skin has spread to other parts of my body, including my chest and abdomen. It is itchy and uncomfortable, and it is often worse at night. I am also facing skin peeling.","The skin eruption has spread to other parts of my body, including my chest and abdomen. It is irritated and uncomfortable, and it is often aggravated in the evening. I am also facing skin exfoliation.","'Scabies', 'Psoriasis', 'Eczema', 'Contact dermatitis', 'Allergic reaction', 'Pityriasis rosea', 'Dermatitis herpetiformis', 'Lupus', 'Fungal infection', 'Impetigo', 'Measles', 'Scarlet fever', 'Drug reaction', 'Chickenpox', 'Pityriasis versicolor'","'Contact dermatitis', 'Psoriasis', 'Eczema', 'Scabies', 'Impetigo', 'Pityriasis rosea', 'Dermatitis herpetiformis', 'Lichen planus', 'Drug reaction', 'Pityriasis versicolor', 'Tinea corporis', 'Lupus', 'Bullous pemphigoid', 'Stevens-Johnson syndrome', 'Toxic Epidermal Necrolysis'"
The rash on my skin is worse in the winter months when the air is dry. I find that I have to moisturize more frequently and use humidifiers to keep my skin hydrated.,The skin eruption is exacerbated in the winter months when dehydration is more prominent. I find that I have to moisturize more frequently and use humidifiers to combat dry skin.,"'Eczema', 'Psoriasis', 'Allergic contact dermatitis', 'Ichthyosis', 'Dry skin (xerosis)', 'Atopic dermatitis', 'Dermatitis herpetiformis', 'Seborrheic dermatitis', ""Sjogren's syndrome"", 'Lupus erythematosus', 'Hypothyroidism', 'Rosacea', 'Lichen planus', 'Nummular dermatitis', 'Pityriasis rosea'","'Psoriasis', 'Atopic dermatitis (eczema)', 'Contact dermatitis', 'Seborrheic dermatitis', 'Keratosis pilaris', 'Fungal skin infections', 'Allergic reactions', 'Ichthyosis', 'Lupus', 'Pityriasis rosea', 'Dermatitis herpetiformis', 'Urticaria (hives)', 'Rosacea', 'Lichen planus', 'Scabies'"
"I have experienced difficulty sleeping due to the itching and discomfort caused by the rash. There are small dents in my nails, which is really concerning.","I have experienced insomnia caused by the itching and discomfort from the rash. There are pitting in my nails, which is really concerning.","'Psoriasis', 'Eczema', 'Allergic reaction', 'Dermatitis', 'Lichen planus', 'Scabies', 'Lupus', 'Pemphigus', 'Contact dermatitis', 'Fungal infection', 'Pityriasis rosea', 'Impetigo', 'Pityriasis versicolor', 'Urticaria', 'Papular urticaria'","'Psoriasis', 'Eczema', 'Contact dermatitis', 'Scabies', 'Dermatitis herpetiformis', 'Lichen planus', 'Onychomycosis', 'Systemic lupus erythematosus', 'Atopic dermatitis', 'Pemphigus', 'Pityriasis rosea', 'Dermatophytosis', 'Bullous pemphigoid', 'Sarcoidosis', ""Grover's disease"""
"My skin is prone to infections due to dry, flaky patches. I am experiencing a strong pain in my joints. The skin on my knees and elbows is starting to peel off.",Dermatitis. Experiencing severe joint pain. Skin desquamation on knees and elbows.,"'Psoriasis', 'Rheumatoid arthritis', 'Eczema', 'Lupus', ""Sjogren's syndrome"", 'Dermatitis', 'Gout', 'Hypothyroidism', 'Systemic sclerosis', 'Juvenile idiopathic arthritis', 'Sarcoidosis', 'Lyme disease', 'Bacterial skin infections', 'Vitamin D deficiency', 'Allergic contact dermatitis'","'Psoriasis', 'Eczema', 'Rheumatoid arthritis', 'Lupus', 'Dermatomyositis', 'Allergic contact dermatitis', 'Systemic lupus erythematosus', 'Dermatitis herpetiformis', 'Pityriasis rubra pilaris', 'Juvenile idiopathic arthritis', 'Lichen planus', ""Reiter's syndrome"", ""Sjogren's syndrome"", 'Guttate psoriasis', ""Behcet's disease"""
